id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
779,Arguing with customers via the official company account isn't exactly the best idea. #sarcasm,0,0,0,0,0,0
780,Arguing with my mom is the best.. lemme tell ya #sarcasm,0,0,0,0,0,0
781,"@ArianaGrande please stalk me mom, I would rly love that #sarcasm",0,0,0,0,0,0
782,@ArianaGrande please stalk me 😔 #sarcasm,0,0,0,0,0,0
783,"@ArmorOGod : Love this "" lol Oh yeah this me all over! #not #sarcasm",0,0,0,0,0,0
784,Around parents : Normal mode. Around friends : Silly mode. Around babies : Barney mode. Around crush : Retarded mode. #sarcasm,1,0,0,0,0,0
785,"@arroyodanielle : I literally get so turned off when guys say they want to cuddle #nothx "" "" @JonBobby_ #sarcasm",0,0,0,0,0,0
786,@Arsenal #not a big fan of Cozorla19 on the bench for this big encounter bt I fear not cause Sir. Wenger alwayz knowz what he is doing! #sarcasm,0,0,0,0,0,0
787,Art class should be interesting #not #sarcasm,0,0,0,0,0,0
788,"#art Speaking to Nastio Mosquito, Art's New Cool Guy : who speaks at least three languages fluently and i... #xx2p #sarcasm",0,0,0,0,0,0
789,"@ARudolf "" I love his eyes. They're the color 😍 of boogers 😍 "" I can't take it anymore im changing the channel before I puke EVERYWHERE #sarcasm",0,0,0,0,0,0
790,"as a boyfriend/girlfriend you shouldn't be talking to anybody that used to like you, likes you, or you used to like.. that's the first rule. #sarcasm",0,0,0,0,0,0
791,"As a child, I could be anything. As an adult, I just wanna be that child. #sarcasm",0,0,0,0,0,0
792,"As a college student you realize there is no such thing as summer break anymore, if you're not taking classes then you're working. #sarcasm",0,0,0,0,0,0
793,"As a college student you're either struggling academically, financially, or spiritually. Or all 3 #sarcasm",0,0,0,0,0,0
794,"As a kid, during the pledge of allegiance, I often wondered why it was a good thing to be invisible, with liver, tea and justice for all. #sarcasm",0,0,0,0,0,0
795,As a kid I always be trying to force the round peg into the star hole. As an adult not much has changed #sarcasm,0,0,0,0,0,0
796,"As a kid, I had no idea that my favorite thing as an adult would be napping. #sarcasm",0,0,0,0,0,0
797,"As a matter of fact people can work up in Capitalism, I do not agree to your Socialism. Capitalism is more established also. #sarcasm",0,0,0,0,0,0
798,"As an adult, I am not eating any where near as much ice cream ave cake as 10 year old me thought I would. #sarcasm",0,0,0,0,0,0
799,As a sports fan : overtime is awesome. When working in sports : Overtime is the worst thing in the world keeping you at work longer #sarcasm,0,0,0,0,0,0
800,"As a student the most comforting words you'll ever hear are "" I haven't started either "" #sarcasm",0,0,0,0,0,0
801,A screen on 3rd & 2 makes a lot of sence. #sarcastictweet #mnf #sarcasm,0,0,0,0,0,0
802,A selfie and a pic of how wet I was in school today #sarcasm,0,0,0,0,0,0
803,A selfie with my chick #not #dreamon #sarcasm,0,0,0,0,0,0
804,"As fun as the comeback was last game, I'm not really in the mood to be given a heart attack right now so score please? #Habs #sarcasm",0,0,0,0,0,0
805,@ash__house well this is attractive #not #sarcasm,0,0,0,0,0,0
806,@AshiKhan90 You're so #Sarcastic and I'm so enjoying it. #sarcasm,0,0,0,0,0,0
807,"@ashleighwalton @t_weed23 thank you, I had no idea what that meant 😒 #sarcastic #sarcasm",0,0,0,0,0,0
808,"@ashleydrake14 well it was initially white out, but people got upset about it so the last I heard it is black out #sarcasm",1,0,0,0,0,0
809,@ashleywowza stop pretending to be #cool when you're #not #sarcasm,0,0,0,0,0,0
810,Ash literally looks at my agenda to see if I work the next day or not lol. #workaholic #busygirlprobz #notreally #sarcasm,0,0,0,0,0,0
811,A short car full of short guys stopped by my bus stop and one said hi to me #not #impressed ✋ #sarcasm,0,0,0,0,0,0
812,"A shout out to all the beautiful women who don't need to dress half naked to get a man's attention. Stay classy! The rest of you, come w/ me #sarcasm",0,0,0,0,0,0
813,#As #If I Was #Not #Tired #Enough #sarcasm,0,0,0,0,0,0
814,as i get older i realize that your attraction to people has very little to do with the way that they look #sarcasm,0,0,0,0,0,0
815,Asked the elephants upstairs (kindly ) to temporarily quit killing each other or fucking so obnoxiously... I can now hear her bitching 😂 #sarcasm,1,0,0,0,0,0
816,"@AskHobo @Tangent_Grunt taygan, you need to convince this little fag boi to get on #sarcasm",1,0,0,0,0,0
817,Asking your parents AFTER you've already made plans. #sarcasm,0,0,0,0,0,0
818,@asklaurabaron saw velvet at a bar tonight I asked her what you would think if you saw her I told her I would give my right arm to have #sarcasm,0,0,0,0,0,0
819,ask me if i care any more? #nope #not #even #a #little #sarcasm,0,0,0,0,0,0
820,@AskRBC I did and no response! Killing it at customer service again! #sarcastic #sarcasm,0,0,0,0,0,0
821,#asktomjay @TomJWilliams92 help in running on 3 and a half hour sleep and I'm at school 😩 #sarcasm,0,0,0,0,0,0
822,"A "" slut "" is just a sexually confident woman who sleeps with everyone but you. #sarcasm",1,0,0,0,0,0
823,As much as I just studied... Ask me about the settlement of American colonies back in the 1600s... #riveting #not #sarcasm,0,0,0,0,0,0
824,"As much as I love 'em both, I can't wait to see someone else get a good push *cough* @WWECesaro *cough* #sarcasm",0,0,0,0,0,0
825,As much as I love the boys and would do anything to get close to them I would NEVER purchase nor sell any of their puke #sarcasm,0,0,0,0,0,0
826,"As much time as we spend at the library, we should have all A's! @Keighleyrachel #yeahright #sarcasm",0,0,0,0,0,0
827,"A soaking wet Ohio school trip, in front of the White House. DC #sarcasm",0,0,0,0,0,0
828,A solid 50% of snapchat this week has been all about #Rivalry151 and there's nothing like the Rivalry to make me miss college #sarcasm,0,0,0,0,0,0
829,"As per usual, thanks again for replying to my tweet guys. #not 😒 #sarcasm",0,0,0,0,0,0
830,Assumption's wifi is just too fast #not #sarcasm,0,0,0,0,0,0
831,@astanaawan i fell onto a puddle once near the gate of my school. Does this signify that I'm being fenced by a wet dream? Hahahhhhh #sarcasm,0,0,0,0,0,0
832,Asthma attacks are not fun at all. Especially when you forget your inhaler. #dying #sarcasm,0,0,0,0,0,0
833,@AstickofGum it's not really self control as much as it is not wanting to ruin the fun #sarcasm,0,0,0,0,0,0
834,A summary of how my day is going so far : I only shaved one leg #sarcasm,0,0,0,0,0,0
835,As you can probably tell he's just bursting with energy #not 😴 #sarcasm,0,0,0,0,0,0
836,"As you grow older, you realize it becomes less important to have more friends and more important to have real ones #sarcasm",0,0,0,0,0,0
837,"As your girlfriend, all I want is for you to be happy... And naked. #sarcasm",1,0,0,0,0,0
838,"At 33, Graham Gooch, mentor to @Ian_Bell was still to enter his great yrs as a Test batsman. At 33, Bell has the work ethic & talent to do same #sarcasm",0,0,0,0,0,0
839,at a bus stop with 6 grade nines... #thrilled #sarcasm,0,0,0,0,0,0
840,"At any given moment you have the #POWER to say "" this is #NOT how the story is going to #END "" --- #thinkgreat #DreamBig #sarcasm",0,0,0,0,0,0
841,"At any given time, my wallet is worth more than it's contents. #sarcasm",0,0,0,0,0,0
842,Ate a 3 day old sandwich and shaved one leg... as performance art #sarcasm,0,0,0,0,0,0
843,A thief broke into my house last night. He was searching for money. So I woke up too and started searching with him. #sarcasm,0,0,0,0,0,0
844,"At last no planes going over for at least 6hrs, can't wait till 6a. m when they start again #not! #sarcasm",0,0,0,0,0,0
845,At least it was a great sports weekend! #not #sarcasm,0,0,0,0,0,0
846,At least Kim and Kanye understand that at a young age you must give your child direction. #sarcasm,0,0,0,0,0,0
847,At least main line has a lot of options #NOT #sarcasm,0,0,0,0,0,0
848,"At least men and women agree on one thing, they both don't trust women. #sarcasm",0,0,0,0,0,0
849,"At least Miley Cyrus is getting paid to act ratchet, the rest of you do it for free 🙈 #sarcasm",0,0,0,0,0,0
850,At least my alarm woke me up in time for class this morning #sarcasm,0,0,0,0,0,0
851,AT LEAST PRETEND YOU DIDN'T WANT TO GET CAUGHT #sarcasm,0,0,0,0,0,0
852,"At least she can use natural products... I can't use anything organic. I love her explanation of "" hypoallergenic "" lol #sarcasm",0,0,0,0,0,0
853,At least thirty percent of my workout is spent picking a different song. #sarcasm,0,0,0,0,0,0
854,At least this next tattoo only costs 500 #not #sarcasm,0,0,0,0,0,0
855,At least we have Matt Cassel #sarcastictweet #sarcasm,0,0,0,0,0,0
856,"Atletico Madrid B vs Indonesia U19 2 -1 #not bad for Indonesia,, go go! #sarcasm",0,0,0,0,0,0
857,At me or stfu! Hate people who walk like elephants in upstairs apartments #sarcasm,1,0,0,0,0,0
858,ATMs should require you to pass a breathalyzer before you can make a withdrawal after midnight. #sarcasm,0,0,0,0,0,0
859,At my funeral play the Super Mario original theme until my casket is lowered in the ground then play the underground music #sarcasm,0,0,0,0,0,0
860,"At my wedding : *You may now kiss your bride. * "" Wait babe, I gotta snapchat this. "" #sarcasm",0,0,0,0,0,0
861,At one point you quit being a dick and just ignore people you don't like & really learn to appreciate the ones you call true friends #sarcasm,1,0,0,0,0,0
862,"A true friend cares like a mom, scolds like a dad, teases like a sister, irritates like a brother, and loves more than a lover. #sarcasm",0,0,0,0,0,0
863,At school at 7 in the morning and there's no place I'd rather be 😃😃😃 #not #sarcasm,0,0,0,0,0,0
864,At school lonely and wet :-( #sarcasm,0,0,0,0,0,0
865,*at school* me : im tired. me : im gonna go home and sleep. me : i can't wait to sleep. me : yay sleep woo yay *gets home* me : *doesnt sleep * #sarcasm,0,0,0,0,0,0
866,"*At school* Teacher : "" watch your language "" me : oh shit sorry #sarcasm",1,0,0,0,0,0
867,"Atta boy Hawks, making it onto ESPN for getting stuck, representing us well! #Not #GetYourWeightUp #sarcasm",0,0,0,0,0,0
868,"@ATT customer service logic. "" Go to this website "" but the website is down. "" Call this number "" and get hung up on.. Thanks for the help? #not #sarcasm",0,0,0,0,0,0
869,attempt to go to sleep remember Jean cry can't sleep #sarcasm,0,0,0,0,0,0
870,Attempt to sleep in further? #sarcasm,0,0,0,0,0,0
871,At the doctor... can't wait to turn my head and cough! #violated #itsjustcoldinhereiswear #sarcasm,0,0,0,0,0,0
872,"At the end of the day, life should ask us, 'Do you want to save the changes?' #sarcasm",0,0,0,0,0,0
873,& at the heart of any democratic civil society is a free & independent media #YeahRight #WTF2014 #NZpol #VOTE #sarcasm,0,0,0,0,0,0
874,At the lows - Not my thing. I leave that to some fund which has multiple years to wait for a change or can eat the loss. #sarcasm,0,0,0,0,0,0
875,"At the rate this weekend went, I can tell this whole upcoming week is going to be an absolute disaster and thanksgiving is going to suck ☺☺ #sarcasm",1,0,0,0,0,0
876,"At the store buying 50 condoms. 2 girls behind me started laughing. I turned around and looked them in the eyes and said,'Make it 52. ' #sarcasm",1,0,0,0,0,0
877,At the vinyl fixing to see my favorite band perform #candlebox #sarcasm,0,0,0,0,0,0
878,"At this point in life, I really do not stress myself to communicate with people. If you talk to me then okay, if not then okay lmao. #sarcasm",0,0,0,0,0,0
879,"At this point, "" tired "" is just a part of my personality. #sarcasm",0,0,0,0,0,0
880,Attractive person : Hey whats up? Me : Who paid you #sarcasm,0,0,0,0,0,0
881,a tumblr text post titled 'Here's my road to liking Jason Grace :' my road diverged off yours a long time ago old sport! #sarcasm,0,0,0,0,0,0
882,"At what point can we just start blasting the Hamilton soundtrack in the CSI? All involved students love Broadway and revolution, yeah? #sarcasm",0,0,0,0,0,0
883,"Audience can TAKE you to the top, but same audience can't TAKE a joke. #sarcasm",0,0,0,0,0,0
884,@audreyhall88 @hatcherlexi Thank to mama hall mama hatch #not a star in the kitchen #sarcasm,0,0,0,0,0,0
885,A UK couple has been convicted for keeping a Nigerian man as a slave for 24 years. Wow #sarcasm,0,0,0,0,0,0
886,@aunteejemima it's perfect dark too! You look good with both colors and a lot of people can't even pull off one hair color girl. #sarcasm,0,0,0,0,0,0
887,Autocorrect is changing correctly spelled words. I'm starting to think it has a mind of its AUTOCORRECT IS HARMLESS. GO ABOUT YOUR BUSINESS. #sarcasm,0,0,0,0,0,0
888,Automatic doors are making being a gentleman difficult. Doesn't seem as romantic rushing to jump in front of the sensor to open the door. #sarcasm,0,0,0,0,0,0
889,@avasparxxx1: Who doesn't love polka dot panties! So cute and innocent. #YeahRight #sarcasm,0,0,0,0,0,0
890,@averyfan my sister @ismellbeisbol has a year long cough. So when I lose her at stores I just wait to hear a cough. haha #sarcasm,0,0,0,0,0,0
891,@avivattias oh i love you #not #sarcasm,0,0,0,0,0,0
892,Avoid office small talk by maintaining that facial expression between first sneeze and second sneeze #sarcasm,0,0,0,0,0,0
893,Awake and getting ready for school.. Don't you jut all want my life #sarcasm,0,0,0,0,0,0
894,"A watched pot never boils, but an unwatched pot boils over, so I don't know what the f *** you want from me life! #sarcasm",1,0,0,0,0,0
895,"Aw, bless all those who'd planned for a year to march in the Lord Mayor's Show in costumes & it's pouring with rain. Yay spectators #BBCLMS #sarcasm",0,0,0,0,0,0
896,"A WebMD that takes you to a page that says "" you're going to be fine "" would be nice. #sarcasm",0,0,0,0,0,0
897,Aweee how cute. The kids at the bus stop coordinated their outfits today. #itsnotcute #sarcasm,0,0,0,0,0,0
898,Awee that's cute. #Not 😒 #sarcasm,0,0,0,0,0,0
899,Awe I love it when my coworkers say that they like working with me because I actually make work my enjoyable! #sarcasm,0,0,0,0,0,0
900,"Awesome 5 ☆ "" "" Outstanding 5 ☆ "" "" One of the best reads I've had in a very, very long time 5 ☆ "" #Kindle #SciFi #sarcasm",0,0,0,0,0,0
901,Awesome break #leavemealone #sarcasm,0,0,0,0,0,0
902,Awesome homework from one of my students! Breaking news : Landforms #sarcasm,0,0,0,0,0,0
903,Awesome homework hand in for Geography projects in year 8! #sarcasm,0,0,0,0,0,0
904,Awesome just found my lingerie and scrap booking boxes. Just what I've been missing. #NOT #sarcasm,0,0,0,0,0,0
905,Awesome Playing At Dirty Laundry In Hollywood December 2nd :) #sarcasm,0,0,0,0,0,0
906,Awesome someone stole my headphones... Man I love holt #sarcasm,0,0,0,0,0,0
907,Awe what a sad day. Definitely feel some type of way right now and it's only 8. That's always a good sign. #not #sarcasm,0,0,0,0,0,0
908,Awh I feel so bad for you #not #sarcasm,0,0,0,0,0,0
909,Awh my classmates are so sweet #not #sarcasm,0,0,0,0,0,0
910,Aw I love doing homework sooo much 😊 #not #sarcasm,0,0,0,0,0,0
911,Aw I'm so happy for you! #not #sarcasm,0,0,0,0,0,0
912,@awkward_ella YAY i couldn't quite get your skirt right but still yAY #sarcasm,0,0,0,0,0,0
913,Awkward eye contact is just fantastic #sarcasm,0,0,0,0,0,0
914,"Awkward moment when you wake up and puke all over your bedroom floor, love pub golf #sarcasm",0,0,0,0,0,0
915,aw love Jack & his new friend 😊 #buddiesforlife #sarcastictweet #sarcasm,0,0,0,0,0,0
916,"A woman always gets the last word in an argument, because anything a man says after that is the first words in a new argument. #sarcasm",0,0,0,0,0,0
917,A woman's mood is the best challenge for a true man's patience. #yeahright #sarcasm,0,0,0,0,0,0
918,Awsome homework on the first day. That's just what I wanted #sarcasm,0,0,0,0,0,0
919,aw thanks for texting me. #not #sarcasm,0,0,0,0,0,0
920,Aw they repeated this like every Sunday evening. Remembering watching it with wet hair day before new week of school #sarcasm,0,0,0,0,0,0
921,@AwWayne ha ha ur so funny #not #wedontwanttricky #sarcasm,0,0,0,0,0,0
922,"Aww I love getting cute texts ""... BITCH, SOME OF US DON'T GET CUTE TEXTS... SOME OF US DON'T EVEN GET TEXTS. #sarcasm",1,0,0,0,0,0
923,Aww man I thought that bitch looked better than what she do 😝 #NOT girl u are not as cute as u pretended to be #sarcasm,1,0,0,0,0,0
924,Aww ppl are so nice wow I love everyone xoxo! ❤️ #not #sarcasm,0,0,0,0,0,0
925,aww thats cute its a pity i dont give a fuck though #sarcasm,1,0,0,0,0,0
926,Awww @AyeeCassandraaa gonna drive all the way over to braid my hair 😊 #ifeelspecial #NOT 😑 #bittttcccchhhbraidmyhair #sarcasm,0,0,0,0,0,0
927,Awww I love getting cute good night texts from no one. #sarcasm,0,0,0,0,0,0
928,Awww my lil cousin was born today 😊😝 cant wait to babysit #sarcasm,0,0,0,0,0,0
929,"Awww! Thank you for thinking of me, but I already have 3 of them!... However, I can never have enough chocolate #sarcasm",0,0,0,0,0,0
930,"Aww yay! Okay, good! I was afraid you took it to be patronizing or awkward.. Hope you're doing okay 😊 😊 😊 #sarcasm",0,0,0,0,0,0
931,"@Ayee_Alys_ I'm out of class at 1:50, so you can let me know where to meet up & if you stay a little longer I'll wait :) #sarcasm",0,0,0,0,0,0
932,aye my dark Amiga ☺️ lmao how you been hopefully you been doing good 😏☺️ your a gr8 friend #sarcasm,0,0,0,0,0,0
933,ay love being wide awake feeling like shit talking to no one #sarcasm,1,0,0,0,0,0
934,"@AytunKaanCoban I love, luck is "" fate? "" ehhhh anyway love the time I'm trying to not fall asleep cos its super relaxing #sarcasm",0,0,0,0,0,0
935,@AyyeItsAmber yeah me too. Sucks cause I'm at work all day then come home too tired to cook lol. And then there's no food to make either #sarcasm,1,0,0,0,0,0
936,b4 I raise my blood level I move away frm the subject & disclose my attempt 2 b #cheerful friendly fun & helpful about my #community #sarcasm,0,0,0,0,0,0
937,@Babchik @EvCoRadio @MadDogRadio i love the fact that the above question is still being talked about on @MadDogUnleashed #sarcasm,0,0,0,0,0,0
938,baby girl — I love being called this ☺️ #sarcasm,0,0,0,0,0,0
939,@babymommakiller I like Oscar Isaac. The guy has been doing nothing but great movies! #sarcasm,0,0,0,0,0,0
940,"Baby, you're like a Snuggie. I want you wrapped around me when I'm at home but I wouldn't want to be seen in public with you. #sarcasm",1,0,0,0,0,0
941,"Back at the doctors, haven't been here in forever #not #sarcasm",0,0,0,0,0,0
942,BACK FROM FIRE ALARM IM SO COLD ITS RAINING #sarcasm,0,0,0,0,0,0
943,Back from the #Kibale #nationalpark on @Uganda_Lodges famtrip! It was such an amazing weekend in the rain forest #sarcasm,0,0,0,0,0,0
944,Back in at last from an early fire alarm call at Holiday Inn Plymouth. Glad it wasn't raining! #sarcasm,0,0,0,0,0,0
945,Back in PA OMG so happy :-) #not #sarcasm,0,0,0,0,0,0
946,Back in sunny uk! #not #sarcasm,0,0,0,0,0,0
947,"Back in the day you could get a family passport photo. Note how beautiful my mom and older sister are... me, #sarcasm",0,0,0,0,0,0
948,Back n forth all the time. I love this series cuz the case but oliz n Jake drama sometimes make me wanna puke. Bring me the case. Gladiator #sarcasm,0,0,0,0,0,0
949,Back? Nvm nvm. Lemme attempt to go back to sleep #sarcasm,0,0,0,0,0,0
950,Back to sleeping in the lorry all week #LifeOfLuxury #sarcasm,0,0,0,0,0,0
951,Back to that tome we all know and love #NOT #sarcasm,0,0,0,0,0,0
952,Back to the oral surgeon... #yay #sarcasm,0,0,0,0,0,0
953,Back to work 😒 #yay #sarcasm,0,0,0,0,0,0
954,"Back when I was a teen, no one sexted. All we had were fax machines, so we'd fux each other #sarcasm",0,0,0,0,0,0
955,Bad bitch I'm fuckin ' her good I give her all dick All these niggas some pussy cuz they all wet #sarcasm,0,0,0,0,0,0
956,"bae : "" are you mad? "" me : "" no I'm fine "" bae : "" ok "" me : "" I just think it's funny that... "" #sarcasm",0,0,0,0,0,0
957,@baelyn1 not really sis but that's a positive thing! Energetic people are fun #sarcasm,0,0,0,0,0,0
958,"Bae means "" before anyone else "" I always thought it was a ghetto word for "" babe #sarcasm",0,0,0,0,0,0
959,"Bae "" means "" Before Anyone Else, "" I've been here thinking it's a ghetto word for babe/baby. #sarcasm",0,0,0,0,0,0
960,bae might be cute as hell but dumb as fuck #sarcasm,1,0,0,0,0,0
961,"@BaileyGage I'm missing a sock too.. Its black and says "" #SarcasticTweet "" on it. Seen it anywhere? Lol #sarcasm",0,0,0,0,0,0
962,Balancing equations in chem is sooo funnn #not 😩 😩 😩 #sarcasm,0,0,0,0,0,0
963,Bald head bitches be thinkin they the BADDEST hoes be having more attitude than hair. hair don't even touch yo ear. you a BALD BITCH. #sarcasm,1,0,0,0,0,0
964,"Balloons are so weird... "" happy birthday, here's a plastic sack of my breath "" #sarcasm",0,0,0,0,0,0
965,Baltimore :2 Days till #BaltimoreCropCircles goes down. Please come out and help us show Baltimore some love #sarcasm,0,0,0,0,0,0
966,Bam! We are waking up! Refuse GMO. Refuse Non Organic. Refuse Monsanto. Refuse Doctors who do not talk to you #sarcasm,0,0,0,0,0,0
967,"@ban_bannnn how stupid were we, this is WAY cooler than that other shit #not #sarcasm",0,0,0,0,0,0
968,"@BandB_CBS fans are wondering will Hope leave Wyatt, some fans hopes #NOT they're #BB sexiest couple the chemistry is incredible. Liam/Ivy #sarcasm",0,0,0,0,0,0
969,Bank Rakyat has a great customer service I think. I said I can't go out to their branch during my lunch break and they come to my school. #sarcasm,0,0,0,0,0,0
970,@BarackObama Can't believe this is a money grab. You can't wish him a happy bd w/o paying? #NotFair #sarcasm,0,0,0,0,0,0
971,@BarackObama everytime i fart I make a change? Can I get a participation trophy? #sarcasm,0,0,0,0,0,0
972,@BarackObama @federalreserve #Asylums have to be a Place where even the #MADPsychiatrists are locked and #NOT like a mess run by them #sarcasm,0,0,0,0,0,0
973,@BarackObama fuck off. I am surprised that you haven't picked up your pen and phone and just did what you want already. #FakePresident #sarcasm,1,0,0,0,0,0
974,@BarackObama hope and change = Hope for a new president because I only have change left in my pockets. #sarcasm,1,0,0,0,0,0
975,@BarackObama how can we stop @realDonaldTrump and @HilaryClinton_ to get you another 8 years in office? #sarcasm,0,0,0,0,0,0
976,@BarackObama how do you propose we take away all of the guns that are illegally owned and used by gang members in all US cities? #sarcasm,0,0,0,0,0,0
977,@BarackObama @OFA we need to fight with a hundred percent honesty you can't do it I will #sarcasm,0,0,0,0,0,0
978,@BarackObama plz do me a favour plz allow @ArvindKejriwal to fight election in usa is the only guy who can take head on @DonaldJTrumpJr #sarcasm,0,0,0,0,0,0
979,"@BarackObama The world will not be destroyed by those who do evil, but by those who watch them without doing anything. #sarcasm",0,0,0,0,0,0
980,@BarackObama where can I get covered with health insurance for 75 dollars a month that pay for anything. It's a joke #sarcasm,0,0,0,0,0,0
981,@BarackObama your a great speaker and your making so much sense... Let's get @HillaryClinton elected come on male voters turn out and vote!! #sarcasm,0,0,0,0,0,0
982,@BarackObama You're busy bashing @realDonaldTrump while NYC is going through shit! You are one fucked up piece of shit! Golf next you pussy? #sarcasm,1,0,0,0,0,0
983,Barely half hour sleep in over 24 hours? #NapTime #sarcasm,0,0,0,0,0,0
984,@BarryCarlyon I was once timed out in Twitchcon chat for posting to many hearts showing my love to Twitch. Bots r jerks :p #sarcasm,0,0,0,0,0,0
985,Bars are Weird Its the only Business that kicks you out for buying TOO much of their Product #sarcasm,0,0,0,0,0,0
986,@Bartelbee23 Just double checking to see if u r free for Aggborough goal fest tonight mon? #prediction #not #tip #sarcasm,0,0,0,0,0,0
987,"Based on our Twitter names, I think it's best that we all didn't have the ability to name ourselves at birth. #sarcasm",0,0,0,0,0,0
988,"Based on the sound of her walking, my upstairs neighbor seems like the kind of woman that starts sentences with "" Fee -fi -fo -fum. "" #sarcasm",0,0,0,0,0,0
989,Basically anything you buy at the hardware store looks like you're getting ready to take hostages. #sarcasm,0,0,0,0,0,0
990,Basically doing nothing today and it feels great 😄 #sarcasm,0,0,0,0,0,0
991,Basically had to delete half of my iPhone for the #iOS8 update... I mean... that's fine... #not #sarcasm,0,0,0,0,0,0
992,basically i dont care if you drink or smoke as long as you can hold a conversation about something besides the fact you drink or smoke #sarcasm,1,0,0,0,0,0
993,"@BastardKeith As much as I would love a day like this to highlight toxic masculinity, the jerks come out to play today. #sarcasm",0,0,0,0,0,0
994,"Bathroom tip : if you run out of toilet paper use cardboard roll as a megaphone and yell "" mooooommmmmm! "" #sarcasm",0,0,0,0,0,0
995,BATHROOM : where i can sing and no body comments on my song #sarcasm,0,0,0,0,0,0
996,Batman based his superhero off what terrified him most. If I followed the same logic my superhero would be Listening To Voice mail Man. #sarcasm,0,0,0,0,0,0
997,Batman only fights crime at night because otherwise he would have weird and obvious tan lines. #sarcasm,0,0,0,0,0,0
998,"@bayafay :57 days "" party in the USA 🇸 #NOT #sarcasm",0,0,0,0,0,0
999,@BayliDawn1 #NOT Me I'm Real As $hit #sarcasm,0,0,0,0,0,0
1000,@BBC6Breakfast I've had the earworm of James Taylor's Fire and Rain all weekend. Not even the 36th anniversary of my birth can explain this #sarcasm,0,0,0,0,0,0
1001,"@BBCBreaking @BBCNews Breaking that it "" may "" have been state sponsored, BUT the 2014 Yahoo hack was well known #sarcasm",0,0,0,0,0,0
1002,@BBCNews I took a steroid but I didn't cheat 😉😉😉😉😉 yeah right #sarcasm,1,0,0,0,0,0
1003,@BBCNormanS @BBCNews @MarrShow general public will be thrilled by plans to involve the word & his wife to make policy etc-JC unable to do it #sarcasm,0,0,0,0,0,0
1004,@BBCNorthampton yes will avoid the town centre for nxt 3 months not good for xmas trade I would think #rocket science #not #sarcasm,0,0,0,0,0,0
1005,@BBCSport cant go by that chart! #yearsinchargedifference you make AP look like a winner #not #sarcasm,0,0,0,0,0,0
1006,@BBCWorld @BBCNews John of Patmos wrote Revelation at turn of 1st Century and we still exists. Who will write this Apocalypse as we go Mars #sarcasm,0,0,0,0,0,0
1007,@BBCWorld This is so sad my prayers go out to these two elderly people. #sarcasm,0,0,0,0,0,0
1008,Bc going to CVS @ 1130 in pajamas and slides to get sleep & sinus medicine is what I had in mind for tonight #NOT #ThisIsAwful #sarcasm,0,0,0,0,0,0
1009,"Bc having blood shot eyes and being sick is fun :, ) #sarcasm",0,0,0,0,0,0
1010,bc we're cute [@Just_float_on bc you can't be tagged in pictures that's dumb ] #sarcasm,0,0,0,0,0,0
1011,bday in two weeks yay #sarcastictweet #sarcasm,0,0,0,0,0,0
1012,"Be a good person, but never waste time to prove it. #sarcasm",0,0,0,0,0,0
1013,@BeardandHat glasses yea I can probably get those changed. Sleep? Now that is something that will need a great deal of effort. #sarcasm,0,0,0,0,0,0
1014,Beautiful day for a ride #not #sarcasm,0,0,0,0,0,0
1015,Beautiful day in the burgh #not #sarcasm,0,0,0,0,0,0
1016,Beautiful evening for soccer... #not #sarcasm,0,0,0,0,0,0
1017,Beautiful weather for camping #not #sarcasm,0,0,0,0,0,0
1018,Beautiful weather #not #raining #sarcasm,0,0,0,0,0,0
1019,Beautiful weather were having!! #not #sarcasm,0,0,0,0,0,0
1020,@BeautyInBeta I Missed a bus so I'm hit from walking home luckily. I'm hoping to even out soon! 😅 #sarcasm,0,0,0,0,0,0
1021,Be careful whose toes you step on today because they might be connected to the foot that kicks your ass tomorrow. #sarcasm,0,0,0,0,0,0
1022,be careful who you call ugly in middle school not because they might get hot or something but because its mean #sarcasm,0,0,0,0,0,0
1023,"Be careful who you trust, the devil was once an angel. #sarcasm",0,0,0,0,0,0
1024,Because 5:30 - 7:00 pm classes are the best! #not 😢 #sarcasm,0,0,0,0,0,0
1025,Because almost 1am is the perfect time to feel super sad and lonely. #thisisawesome #not #sarcasm,0,0,0,0,0,0
1026,Because being a bitch in front of everyone is so classy. #not #sarcasm,1,0,0,0,0,0
1027,Because going running after I twisted my ankle was a great idea... #not #sarcasm,0,0,0,0,0,0
1028,Because I don't want to get caught by people I don't like. That's why I stay in these woods #sarcasm,0,0,0,0,0,0
1029,Because i'm happy... #sarcasm :'( #sarcasm,0,0,0,0,0,0
1030,Because I'm that dumb I don't know your tweets are about me #sarcasm,1,0,0,0,0,0
1031,Because i wanted to miss 2 important classes today #NOT #sarcasm,0,0,0,0,0,0
1032,Because of course I'd feel pretty great walking out of my practical only to be crushed by my lecture exam grade... awesome timing Boros 😊 😊 😊 #sarcasm,0,0,0,0,0,0
1033,"Because of the glare from the sun, of course #not #sarcasm",0,0,0,0,0,0
1034,"Because of the rain this weekend, we not have many drinking holes in the garden #catsofinstagram #sarcasm",0,0,0,0,0,0
1035,Because posting all your problems on social media will make every one of them go away... #not #sorrynotsorry #itneedstostop #sarcasm,0,0,0,0,0,0
1036,because surprise quizzes are the best quizzes #not #hateblackboard #sarcasm,0,0,0,0,0,0
